T_K,status,rho_l_molm3,rho_v_molm3,p_Pa,h_l_Jmol,h_v_Jmol,r_P,r_mu,iterations,fallback_used,notes
318.2713567839196,CONVERGED,4052.049282409664,340.9063758577332,789395.8985572088,42350.02558489508,48068.200628995226,0.0,6.87382432327348e-16,5,False,attempt=1; line-search rejected step
318.9346733668342,CONVERGED,4051.9990952507505,342.4825692792039,794519.8992498169,40663.89766339198,48135.14892044411,8.20527972737223e-15,6.859528224283876e-16,5,False,attempt=1; line-search rejected step
319.59798994974875,CONVERGED,4051.8670621578976,344.74044674259846,801023.8549665621,38999.26816163937,48200.652135398916,4.069328261503828e-15,6.845291467591968e-16,8,False,attempt=1; line-search rejected step
320.2613065326633,CONVERGED,4051.6540098449736,347.6807440263709,808913.3918132227,37366.9610074888,48264.72241118995,5.756627248609824e-16,1.3662227368946499e-15,4,False,attempt=1; line-search rejected step
320.9246231155779,CONVERGED,4051.36050791648,351.3053649606524,818194.0267552399,35777.2709876253,48327.36952616571,1.1382661620115696e-15,6.816994509251678e-16,6,False,attempt=1; line-search rejected step
321.58793969849245,CONVERGED,4050.986881217113,355.6173236209786,828871.0584314566,34239.871494187086,48388.60108686897,8.567478088668562e-15,6.802933579268222e-16,10,False,attempt=1; line-search rejected step
322.25125628140705,CONVERGED,4050.53322069658,360.6206733043096,840949.4144779135,32763.733651015504,48448.42274392466,6.9216601987414976e-15,1.3577861069699634e-15,5,False,attempt=1; line-search rejected step
322.9145728643216,CONVERGED,4049.9993929216125,366.3204236465353,854433.4600965001,31357.057498714574,48506.83843283179,3.678710907426594e-15,0.0,4,False,attempt=1; line-search rejected step
323.5778894472362,CONVERGED,4049.3850483435376,372.7224472413185,869326.7729751004,30027.215679197045,48563.850635852876,6.561802703945013e-15,6.7610966787621e-16,5,False,attempt=1; line-search rejected step
324.24120603015075,CONVERGED,4048.6896284091335,379.83337712683766,885631.8899996453,28780.709827612733,48619.460661179575,6.440995219268912e-15,0.0,4,False,attempt=1; line-search rejected step
324.9045226130653,CONVERGED,4047.912371584469,387.6604965196099,903350.0314946123,27623.139656989893,48673.668935526635,2.3196720206206404e-15,6.733490122167304e-16,4,False,attempt=1; line-search rejected step
325.5678391959799,CONVERGED,4047.0523183455243,396.2116221914823,922480.8089797429,26559.184512544427,48726.47530626916,2.1453676345275067e-15,2.0159313638583492e-15,5,False,attempt=1; line-search rejected step
326.2311557788945,CONVERGED,4046.1083151754015,405.4949829052784,943021.9226313126,25592.596981749262,48777.87934920026,2.468984421954928e-16,0.0,5,False,attempt=1; line-search rejected step
326.89447236180905,CONVERGED,4045.079017595506,415.51909434397714,964968.8547749163,24726.20797560119,48827.880677953195,1.0857737959706515e-15,6.692500420261469e-16,5,False,attempt=1; line-search rejected step
327.5577889447236,CONVERGED,4043.9628922470374,426.29263198485205,988314.5658039798,23961.942548090028,48876.479251111894,3.1803777846482314e-15,2.6715791442001054e-15,5,False,attempt=1; line-search rejected step
328.2211055276382,CONVERGED,4042.758218029219,437.8243033810785,1013049.1989028332,23300.845596035233,48923.67567303661,6.89494579057068e-16,1.5330535180956473e-14,5,False,attempt=1; line-search rejected step
328.88442211055275,CONVERGED,4041.463086291793,450.12272131633347,1039159.7998461842,22743.1164809216,48969.47148446324,6.833727240501565e-15,0.0,6,False,attempt=1; line-search rejected step
329.54773869346735,CONVERGED,4040.0754000711668,463.196279289982,1066630.0579388682,22288.151538276976,49013.86943900606,1.5280035411026238e-15,1.3277235051505004e-15,7,False,attempt=1; line-search rejected step
330.2110552763819,CONVERGED,4038.5928723521906,477.0530307712539,1095440.073849302,21934.593388067115,49056.873761805364,2.550543649575118e-15,1.3250564199502346e-15,7,False,attempt=1; line-search rejected step
330.8743718592965,CONVERGED,4037.0130233305676,491.7005736264978,1125566.1596691518,21680.385930622408,49098.49038672804,4.137129419781201e-15,0.0,7,False,attempt=1; line-search rejected step
331.53768844221105,CONVERGED,4035.3331766443766,507.14594107668097,1156980.6760093328,21522.833905433203,49138.72716874368,4.226037321207447e-15,1.979631399321795e-15,5,False,attempt=1; line-search rejected step
332.2010050251256,CONVERGED,4033.5504545368867,523.3955004800393,1189651.9103177688,21458.66590306503,49177.594068373015,3.718551780614452e-15,1.317119069821653e-15,6,False,attempt=1; line-search rejected step
332.8643216080402,CONVERGED,4031.6617719066244,540.4548611596398,1223543.9998905342,21484.099751498256,49215.10330543486,3.6155481370668334e-15,0.0,7,False,attempt=1; line-search rejected step
333.5276381909548,CONVERGED,4029.663829194478,558.3287924079539,1258616.9022567528,21594.909245214374,49251.26947970468,1.4799142979020513e-15,3.2797003053911973e-15,5,False,attempt=1; line-search rejected step
