T_K,status,rho_l_molm3,rho_v_molm3,p_Pa,h_l_Jmol,h_v_Jmol,r_P,r_mu,iterations,fallback_used,notes
334.19095477386935,CONVERGED,4027.553104051236,577.0211527026654,1294826.414765379,21786.491246033933,49286.1096565388,4.8550348579300284e-15,0.0,5,False,attempt=1; line-search rejected step
334.8542713567839,CONVERGED,4025.3258417222737,596.5348310613015,1332124.244306685,22053.932256688728,49319.64341601271,0.0,0.0,7,False,attempt=1; line-search rejected step
335.5175879396985,CONVERGED,4022.978044078998,616.871701350013,1370458.1271854136,22392.07364899823,49351.892864662324,1.0193553777467696e-15,1.3040993809574919e-15,5,False,attempt=1; line-search rejected step
336.18090452261305,CONVERGED,4020.5054572188833,638.0325902456552,1409771.9982454027,22795.574815990785,49382.882609501925,1.651548221582283e-16,0.0,5,False,attempt=1; line-search rejected step
336.84422110552765,CONVERGED,4017.903557547387,660.0172594330178,1450006.207451247,23258.973609121193,49412.63969461194,6.422886811308992e-16,1.2989632931699757e-15,9,False,attempt=1; line-search rejected step
337.5075376884422,CONVERGED,4015.1675362454644,682.8244025024268,1491097.7812805895,23776.743515785653,49441.193501237416,0.0,0.0,7,False,attempt=1; line-search rejected step
338.1708542713568,CONVERGED,4012.2922820155914,706.4516568991443,1532980.7254924835,24343.347126689692,49468.57561300417,1.6706909862612775e-15,1.2938675027902078e-15,7,False,attempt=1; line-search rejected step
338.83417085427135,CONVERGED,4009.2723619868343,730.8956311659631,1575586.365129291,24953.28553553665,49494.81964853189,2.2166094681337614e-15,2.582669142426583e-15,5,False,attempt=1; line-search rejected step
339.4974874371859,CONVERGED,4006.1020006453273,756.1519476154737,1618843.7169978998,25601.14340344374,49519.961064389725,5.753011021611092e-16,0.0,7,False,attempt=1; line-search rejected step
340.1608040201005,CONVERGED,4002.7750566399654,782.2153004691392,1662679.8893724754,26281.629506144225,49544.0369319813,1.4003335527306101e-16,0.0,6,False,attempt=1; line-search rejected step
340.8241206030151,CONVERGED,3999.2849972938147,809.0795294063433,1707020.5032731928,26989.612662308053,49567.08569254877,4.091877804761328e-16,1.2837949319970781e-15,6,False,attempt=1; line-search rejected step
341.48743718592965,CONVERGED,3995.624870628974,836.7377083787281,1751790.1294102687,27720.15301534616,49589.1468950237,9.303708693265422e-16,1.281301245920446e-15,7,False,attempt=1; line-search rejected step
342.1507537688442,CONVERGED,3991.7872746855446,865.1822494629585,1796912.7347402573,28468.528708199367,49610.26092190581,1.295725936783041e-16,0.0,9,False,attempt=1; line-search rejected step
342.8140703517588,CONVERGED,3987.7643238829846,894.4050214485625,1842312.1325604229,29230.258050410193,49630.468708696084,1.2637958548874367e-15,0.0,7,False,attempt=1; line-search rejected step
343.47738693467335,CONVERGED,3983.547612133151,924.3974827888634,1887912.4301638394,30001.11732898047,49649.81146261843,1.1099433212074219e-15,1.2738779767639546e-15,6,False,attempt=1; line-search rejected step
344.14070351758795,CONVERGED,3979.128172367013,955.1508284823236,1933638.4682829347,30777.154459046018,49668.33038641577,0.0,1.2714226310929536e-15,9,False,attempt=1; line-search rejected step
344.8040201005025,CONVERGED,3974.496432079325,986.6561504035512,1979416.2468547653,31554.69870732821,49686.0664128749,8.23381392451848e-16,1.2689767323622745e-15,5,False,attempt=1; line-search rejected step
345.4673366834171,CONVERGED,3969.6421644248508,1018.9046105715112,2025173.3320353082,32330.366750863683,49703.05995540567,5.748412740056027e-16,0.0,7,False,attempt=1; line-search rejected step
346.13065326633165,CONVERGED,3964.5544343123165,1051.8876268335414,2070839.2398586827,33101.06535598926,49719.3506794603,1.1243298812019728e-16,1.2641130584751717e-15,7,False,attempt=1; line-search rejected step
346.7939698492462,CONVERGED,3959.221538834304,1085.5970704672814,2116345.792469397,33863.99097839585,49734.97729882282,0.0,0.0,6,False,attempt=1; line-search rejected step
347.4572864321608,CONVERGED,3953.630941236596,1120.0254752677004,2161627.443434143,34616.626594752146,49749.977399833486,0.0,1.2592865247565925e-15,8,False,attempt=1; line-search rejected step
348.1206030150754,CONVERGED,3947.7691974623103,1155.1662578074859,2206621.5692527816,35356.73608049476,49764.38729545115,2.1102906533512408e-16,0.0,7,False,attempt=1; line-search rejected step
348.78391959798995,CONVERGED,3941.6218740949553,1191.0139487515005,2251268.724821006,36082.356447475315,49778.24190971871,0.0,0.0,9,False,attempt=1; line-search rejected step
349.4472361809045,CONVERGED,3935.173456258281,1227.56443538802,2295512.8612363487,36791.7882498638,49791.57469171672,2.0285718941994384e-16,1.2521154366949932e-15,7,False,attempt=1; line-search rejected step
350.1105527638191,CONVERGED,3928.407243693389,1264.8152159328504,2339301.504972225,37483.584457654506,49804.417556499146,5.971799098807506e-16,2.4994863781079867e-15,9,False,attempt=1; line-search rejected step
350.77386934673365,CONVERGED,3921.305232804083,1302.7656666931928,2382585.898059975,38156.53808493548,49816.80084883898,1.1726619074348711e-15,0.0,9,False,attempt=1; line-search rejected step
351.43718592964825,CONVERGED,3913.847981911572,1341.4173238783633,2425321.0995064294,38809.66884537634,49828.753323899255,9.599992500013807e-16,1.2450255586217374e-15,5,False,attempt=1; line-search rejected step
352.1005025125628,CONVERGED,3906.01445625101,1380.7741827509951,2467466.0487220967,39442.209090758195,49840.302137205115,0.0,0.0,6,False,attempt=1; line-search rejected step
352.7638190954774,CONVERGED,3897.7818483238902,1420.8430179817758,2508983.5922400663,40053.58927039922,49851.47283451852,5.567927451753342e-16,0.0,8,False,attempt=1; line-search rejected step
353.42713567839195,CONVERGED,3889.1253680194236,1461.6337305655265,2549840.475454062,40643.42313057023,49862.28933038015,1.8262369422338734e-16,2.4760310375865845e-15,6,False,attempt=1; line-search rejected step
354.0904522613065,CONVERGED,3880.017995336355,1503.159728578798,2590007.3014978054,41211.492854001495,49872.77386210158,0.0,1.2356963480326101e-15,5,False,attempt=1; line-search rejected step
354.7537688442211,CONVERGED,3870.43018643306,1545.438351538798,2629458.4597169636,41757.73432088896,49882.94690373817,3.5418797782252343e-16,0.0,5,False,attempt=1; line-search rejected step
355.4170854271357,CONVERGED,3860.329520908861,1588.4913513591039,2668172.026451418,42282.22265497863,49892.82702182942,1.7452446195047386e-16,0.0,7,False,attempt=1; line-search rejected step
356.08040201005025,CONVERGED,3849.680274383329,1632.3454471716577,2706129.641046322,42785.1582019482,49902.430651143135,8.603824448109068e-16,0.0,6,False,attempt=1; line-search rejected step
356.7437185929648,CONVERGED,3838.4428951685295,1677.0329770179605,2743316.3601464136,43266.85307311493,49911.77176381877,1.0184635517929542e-15,2.453011817325046e-15,8,False,attempt=1; line-search rejected step
357.4070351758794,CONVERGED,3826.573356488247,1722.5926772386063,2779720.493402276,43727.71837636654,49920.86139846019,0.0,0.0,8,False,attempt=1; line-search rejected step
358.07035175879395,CONVERGED,3814.022345327487,1769.0706312696936,2815333.423731828,44168.252249329424,49929.707005803684,0.0,1.2219617641710148e-15,7,False,attempt=1; line-search rejected step
358.73366834170855,CONVERGED,3800.7342341090603,1816.521444978389,2850149.4152402375,44589.02880888303,49938.31155293632,0.0,1.2197022954525946e-15,9,False,attempt=1; line-search rejected step
359.3969849246231,CONVERGED,3786.645759649144,1865.0097279932106,2884165.411812192,44990.688138819925,49946.67230607273,1.6145443163578918e-16,1.2174511670549474e-15,7,False,attempt=1; line-search rejected step
360.0603015075377,CONVERGED,3771.6843014519345,1914.6119935081354,2917380.8292579493,45373.92745792872,49954.77917845,3.1923243111608615e-16,1.215208332883518e-15,5,False,attempt=1; line-search rejected step
360.72361809045225,CONVERGED,3755.7656020935156,1965.4191390591454,2949797.343725006,45739.493650925164,49962.612478055,0.0,0.0,7,False,attempt=1; line-search rejected step
361.38693467336685,CONVERGED,3738.790695518953,2017.5397485116653,2981418.678887142,46088.177416284845,49970.13980783303,0.0,0.0,8,False,attempt=1; line-search rejected step
362.0502512562814,CONVERGED,3720.6416857059794,2071.1045798361347,3012250.394201382,46420.80940900577,49977.31173779625,1.545891696799651e-16,1.2085291398480156e-15,7,False,attempt=1; line-search rejected step
362.713567839196,CONVERGED,3701.1758139306576,2126.272808620736,3042299.6762817474,46738.2589710759,49984.05564561108,1.5306226764513332e-16,0.0,6,False,attempt=1; line-search rejected step
363.37688442211055,CONVERGED,3680.2169023018732,2183.2409492691954,3071575.1351899933,47041.43642162079,49990.26673600014,1.5160341740392935e-16,1.2041169856700108e-15,7,False,attempt=1; line-search rejected step
364.0402010050251,CONVERGED,3657.542633319239,2242.2560055244876,3100086.607187877,47331.3005708528,49995.79455110108,0.0,0.0,9,False,attempt=1; line-search rejected step
364.7035175879397,CONVERGED,3632.864942662285,2303.6355867555662,3127844.9652398555,47608.87444379396,50000.42195693026,0.0,0.0,10,False,attempt=1; line-search rejected step
365.3668341708543,CONVERGED,3605.798436868519,2367.800094870312,3154861.9383035125,47875.27487473996,50003.83091176513,0.0,0.0,9,False,attempt=1; line-search rejected step
366.03015075376885,CONVERGED,3575.806652009796,2435.327185994109,3181149.94020126,48131.7674568335,50005.54349519327,0.0,0.0,9,False,attempt=1; line-search rejected step
366.6934673366834,CONVERGED,3542.1039195682965,2507.050765810524,3206721.908631397,48379.87224535924,50004.81275925494,0.0,0.0,7,False,attempt=1; line-search rejected step
367.356783919598,CONVERGED,3503.4584098347736,2584.2589797460946,3231591.154652348,48621.5831831227,50000.400390673705,1.4409659669892083e-16,0.0,8,False,attempt=1; line-search rejected step
368.02010050251255,CONVERGED,3457.7401088216034,2669.1474820624258,3255771.222761499,48859.884332643356,49990.058054338595,0.0,1.1889249476728636e-15,7,False,attempt=1; line-search rejected step
368.6834170854271,CONVERGED,3400.642423882683,2766.099340237934,3279275.7614864395,49100.24145765435,49969.03382799368,0.0,0.0,9,False,attempt=1; line-search rejected step
369.3467336683417,CONVERGED,3320.3307909082555,2887.0382691467507,3302118.4042128627,49356.98445786361,49923.688173790746,0.0,0.0,12,False,attempt=1; line-search rejected step
370.0100502512563,DIVERGED,7100.693502086976,1758.5829277647774,3561726.001692887,48653.02762805407,51499.46489243677,0.31735056074566614,0.0944790605684438,18,True,attempt=1; line-search rejected step; fallback_seed_used
370.67336683417085,CONVERGED,6554.479489687616,4304.155452127132,3483664.5437371633,48932.7264305,49032.99981506221,2.673399125899722e-16,1.1804146666093192e-15,17,False,attempt=1; line-search rejected step
371.3366834170854,CONVERGED,6499.679683098581,4292.487459160698,3486554.5942873135,49036.07772999645,49191.46058771993,1.3355915552583656e-16,1.17830609867611e-15,11,False,attempt=1; line-search rejected step
372.0,CONVERGED,6443.13754433148,4280.800353647262,3490638.6015220005,49140.308648011385,49344.259110530875,5.336115713665688e-16,1.1762050503562142e-15,7,False,attempt=1; line-search rejected step
