T_K,status,rho_l_molm3,rho_v_molm3,rho_l_kgm3,rho_v_kgm3,p_Pa,h_l_Jmol,h_v_Jmol,r_P,r_mu,iterations,x1_molmol,w1_kgkg,notes
249.58659217877096,CONVERGED,3556.6010660710826,206.67703301455848,417.84586805200837,24.281369392317387,380738.65717297595,47975.46031887398,42222.26128250389,1.8957229105293645e-13,7.88891437279609e-15,11,0.9385037942295681,0.911,The solution converged.
250.3240223463687,CONVERGED,3554.6339576757123,203.60983913847633,417.6147631010323,23.921021334206074,377130.0815284359,47774.85710689505,42301.64502598265,1.5789362883264804e-13,6.773219622295983e-15,11,0.9385037942295681,0.911,The solution converged.
251.0614525139665,CONVERGED,3552.81852168385,200.74210475840658,417.40147732232936,23.58410669601008,373783.16922111297,47512.14879573815,42380.48059477206,1.857808087359013e-13,9.803213688224248e-15,11,0.9385037942295681,0.911,The solution converged.
251.79888268156424,CONVERGED,3551.137712056712,198.0850296508466,417.20400806878234,23.27194127903677,370724.656053381,47188.52637001809,42458.73981713034,1.0739517702615077e-13,3.692590222818582e-15,11,0.9385037942295681,0.911,The solution converged.
252.53631284916202,CONVERGED,3549.5762171524293,195.6483715177967,417.02055645820866,22.985671463042213,367979.12680904847,46805.651122255746,42536.399249499926,7.624370654819816e-14,3.89838441862488e-15,11,0.9385037942295681,0.911,The solution converged.
253.27374301675977,CONVERGED,3548.12027208568,193.4406031773389,416.8495053285063,22.726292673704048,365569.1402251556,46365.63694361212,42613.43962898044,2.3517497980338384e-13,1.2092994380885767e-14,11,0.9385037942295681,0.911,The solution converged.
254.01117318435755,CONVERGED,3546.7574903424816,191.46906881698231,416.6893994549844,22.49466773998395,363515.37296213786,45871.027560005154,42689.84533970801,9.351261735223933e-14,3.8757493019160525e-15,11,0.9385037942295681,0.911,The solution converged.
254.7486033519553,CONVERGED,3545.476713002871,189.74013647556728,416.5389278363494,22.29154480840371,361836.77661580406,45324.769173464476,42765.60390123452,3.571251337038735e-14,1.5028727885192905e-15,11,0.9385037942295681,0.911,The solution converged.
255.48603351955308,CONVERGED,3544.2678739884045,188.25934449141656,416.3969078633607,22.117574548448346,360550.74235223676,44730.1790276533,42840.7054850786,9.153702894249851e-14,3.4252226840339187e-15,11,0.9385037942295681,0.911,The solution converged.
256.22346368715085,CONVERGED,3543.12187984669,187.03154016435525,416.2622711953646,21.97332644321857,359673.26832948264,44090.9104647521,42915.14246394458,2.200953638005649e-14,8.538411596581152e-16,11,0.9385037942295681,0.911,The solution converged.
256.96089385474863,CONVERGED,3542.0305027007894,186.06100932461976,416.1340511834967,21.85930401178279,359219.12567554193,43410.91507823537,42988.90899667754,2.6734884886912553e-12,1.702781587379763e-15,10,0.9385037942295681,0.911,The solution converged.
257.69832402234636,CONVERGED,3540.9862851194703,185.35159588251935,416.0113716944014,21.77595885442173,359202.0193883692,42694.40259257926,43062.000650829104,2.703270435427581e-12,2.1223861291709913e-15,10,0.9385037942295681,0.911,The solution converged.
258.43575418994413,CONVERGED,3539.9824558007776,184.90681075201948,415.8934372043495,21.72370344947252,359634.7411053932,41945.7991169022,43134.414063734446,5.545055121109621e-13,1.4391044230253274e-14,10,0.9385037942295681,0.911,The solution converged.
259.1731843575419,CONVERGED,3539.012855101498,184.7299298001684,415.77952405009694,21.702922660878276,360529.3112077785,41169.70442538734,43206.146642232074,6.948832308038941e-13,8.441233606345877e-16,10,0.9385037942295681,0.911,The solution converged.
259.91061452513964,CONVERGED,3538.07186959058,184.82408067915617,415.66897273991907,21.713983939618196,361897.1082144224,40370.848913622045,43277.196300569056,1.909818426283208e-12,1.0100740507237502e-14,10,0.9385037942295681,0.911,The solution converged.
260.6480446927374,CONVERGED,3537.1543749536654,185.19231855180718,415.5611812457727,21.75724622028704,363748.98384589446,39554.05086732762,43347.561235609624,1.4856236777378407e-11,4.196734712208483e-16,10,0.9385037942295681,0.911,The solution converged.
261.3854748603352,CONVERGED,3536.2556867274748,185.83769082582623,415.4555992153439,21.833067526372428,366095.36246042186,38724.1746589454,43417.239738194236,4.1307134304258477e-13,6.2773420983841675e-15,10,0.9385037942295681,0.911,The solution converged.
262.122905027933,CONVERGED,3535.371518509476,186.76329108234836,415.35172306232863,21.941811306029138,368946.3239560023,37886.09045886993,43486.23003933117,1.8427219227433605e-13,8.763554879345221e-15,11,0.9385037942295681,0.911,The solution converged.
262.86033519553075,CONVERGED,3534.4979474461597,187.97230239880372,415.2490919118353,22.083851521848747,372311.66927248304,37044.636012113486,43554.5301899001,1.594680452744134e-14,8.322828136223708e-16,11,0.9385037942295681,0.911,The solution converged.
263.5977653631285,CONVERGED,3533.6313869980445,189.46803026797917,415.14728440069314,22.259576518342552,376200.96801257733,36204.5809885882,43622.137972579345,1.0088064131273565e-13,5.3947039494879346e-15,11,0.9385037942295681,0.911,The solution converged.
264.33519553072625,CONVERGED,3532.7685671640247,191.25392526117145,415.04591635411697,22.46939168451313,380623.58762608713,35370.59436591851,43689.05084489818,1.3595219065326764e-13,4.9658345100887394e-15,11,0.9385037942295681,0.911,The solution converged.
265.07262569832403,CONVERGED,3531.906522565362,193.33359551182085,414.94463938575973,22.71372092048912,385588.70372506476,34547.215248209744,43755.2659125454,1.4265521534170163e-13,5.777356192588067e-15,11,0.9385037942295681,0.911,The solution converged.
265.8100558659218,CONVERGED,3531.042589020334,195.7108089883028,414.8431404952867,22.993006904543222,391105.2910552058,33738.827462362504,43820.779932392354,5.089938818954999e-14,2.4691406649785497e-15,11,0.9385037942295681,0.911,The solution converged.
266.54748603351953,CONVERGED,3530.1744094951587,198.38948538835928,414.74114276751715,23.307710140812695,397182.09458035184,32949.63820534241,43885.58934508258,1.9857738204709598e-13,1.1901162783474119e-14,11,0.9385037942295681,0.911,The solution converged.
267.2849162011173,CONVERGED,3529.299950595037,201.37367732214577,414.63840730986834,23.65830674859707,403827.5800143321,32183.660941187354,43949.690337504384,2.5137995931205184e-13,1.4323843983880872e-14,11,0.9385037942295681,0.911,The solution converged.
268.0223463687151,CONVERGED,3528.417531062222,204.66754025639887,414.5347366004395,24.04528493126059,411049.8629687072,31444.70266541127,44013.078935992286,1.3438532689910144e-13,6.121900160480208e-15,11,0.9385037942295681,0.911,The solution converged.
268.75977653631287,CONVERGED,3527.525864075286,208.27529046951426,414.42997945752455,24.469140036601182,418856.61567874067,30736.355566949984,44075.751131694415,8.477047234810403e-14,4.477075334790032e-15,11,0.9385037942295681,0.911,The solution converged.
269.4972067039106,CONVERGED,3526.624115493255,212.20115001735678,414.3240378824016,24.93036809118045,427254.9500326735,30061.993024248884,44137.70304019029,2.6239123715422135e-13,1.4612153338268584e-14,11,0.9385037942295681,0.911,The solution converged.
270.23463687150837,CONVERGED,3525.711980555892,216.449277434896,414.2168760704349,25.429457658832774,436251.2753762901,29424.769773281092,44198.93109813644,1.08209226345766e-13,4.8574263143835024e-15,11,0.9385037942295681,0.911,The solution converged.
270.97206703910615,CONVERGED,3524.7897819291866,221.02368260272627,414.1085319299104,25.966879838792114,445851.1292986488,28827.62598250945,44259.43230044726,4.1255072915459464e-14,2.8257875291307788e-15,11,0.9385037942295681,0.911,The solution converged.
271.70949720670393,CONVERGED,3523.858592362748,225.92812389650558,413.99913149239114,26.543076182334563,456058.97935535316,28273.294865028165,44319.204482261164,1.3822531651145585e-13,6.844001419643027e-15,11,0.9385037942295681,0.911,The solution converged.
272.44692737430165,CONVERGED,3522.9203855869,231.16598542001435,413.8889066408029,27.158444269552867,466877.99346836086,27764.313354117,44378.24665067644,7.704868284172107e-14,2.4089918151180978e-15,11,0.9385037942295681,0.911,The solution converged.
273.18435754189943,CONVERGED,3521.9782194000095,236.7401318116436,413.77821661937594,27.81332065135417,478309.77658596414,27303.03526882696,44436.55937192763,1.2449345597638059e-13,4.804978030252736e-15,11,0.9385037942295681,0.911,The solution converged.
273.9217877094972,CONVERGED,3521.0364551507387,242.65273782692276,413.6675738194311,28.507960828030782,490354.07112300256,26891.646305548024,44494.14522026604,1.3924139774169474e-13,9.184748039758476e-15,11,0.9385037942295681,0.911,The solution converged.
274.659217877095,CONVERGED,3520.101017966423,248.90508965906415,413.55767435220736,29.242515907483,503008.41877598746,26532.180115195395,44551.00929524547,9.211237100139745e-14,7.16876451303877e-15,11,0.9385037942295681,0.911,The solution converged.
275.3966480446927,CONVERGED,3519.1797020648874,255.49735479500586,413.4494339182999,30.017005566847427,516267.7815530314,26226.534669846526,44607.15981431845,1.0936462259220727e-14,7.943965219603984e-16,11,0.9385037942295681,0.911,The solution converged.
276.1340782122905,CONVERGED,3518.282525246495,262.42831715341765,413.3440294550179,30.83128693529048,530124.1203355978,25976.4880940341,44662.60878752351,2.437561361027935e-14,2.3768251363534716e-15,11,0.9385037942295681,0.911,The solution converged.
276.87150837988827,CONVERGED,3517.422136109649,269.6950743598639,413.24294697793675,31.68501902850074,544565.9300367208,25783.713141195636,44717.372780472695,4.55343644936896e-14,4.74098921871184e-15,11,0.9385037942295681,0.911,The solution converged.
277.60893854748605,CONVERGED,3516.6142765589952,277.29269433890335,413.1480359184909,32.5776224035478,559577.7315006657,25649.789541312886,44771.47377069354,9.049799901598908e-14,3.5462965720743593e-15,11,0.9385037942295681,0.911,The solution converged.
278.3463687150838,CONVERGED,3515.8783006467665,285.213829010381,413.06157007984393,33.50823377414404,575139.5217457475,25576.21353660159,44824.94010047418,1.538333591124398e-14,7.859780617084094e-16,11,0.9385037942295681,0.911,The solution converged.
279.08379888268155,CONVERGED,3515.23774854025,293.4482838456539,412.9863150692291,34.475655440128236,591226.1860350657,25564.404061083344,44877.80752652169,2.599144429682617e-14,1.1758518780494773e-15,11,0.9385037942295681,0.911,The solution converged.
279.8212290502793,CONVERGED,3514.7209712446306,301.98254345854036,412.9256016932653,35.4782995517061,607806.877598091,25615.705206341147,44930.12036275969,1.283273824282427e-14,1.1727530829707652e-15,11,0.9385037942295681,0.911,The solution converged.
280.5586592178771,CONVERGED,3514.3617974004706,310.7992553748813,412.88340429639493,36.514127460321575,624844.3736511983,25731.384844134194,44981.93270723597,1.5091183446016832e-14,1.169670577854235e-15,11,0.9385037942295681,0.911,The solution converged.
281.29608938547483,CONVERGED,3514.2002277554643,319.8766767510283,412.864422350623,37.58058471659744,642294.419673206,25912.629534526932,45033.30973714821,6.470594889079254e-14,3.8886807819510445e-15,11,0.9385037942295681,0.911,The solution converged.
282.0335195530726,CONVERGED,3514.283135496288,329.18809220575287,412.8741627337273,38.67453267454773,660105.0776744977,26160.53611494549,45084.3290471916,4.7969586370217984e-14,3.8785130879644835e-15,11,0.9385037942295681,0.911,The solution converged.
282.7709497206704,CONVERGED,3514.6649412281395,338.7012151977089,412.9190190289623,39.792178162645875,678216.0984180947,26476.100609921024,45135.08199558223,7.724218717944102e-15,3.86839842604708e-16,11,0.9385037942295681,0.911,The solution converged.
283.50837988826817,CONVERGED,3515.408219745448,348.3775906112309,413.0063428112757,40.92900329685377,696558.3421515432,26860.20528017663,45185.67500906731,1.1030535097526826e-14,1.9291681911878203e-15,11,0.9385037942295681,0.911,The solution converged.
284.24581005586595,CONVERGED,3516.584181670462,358.1720224619577,413.14450023242733,42.079698244843584,715053.2773211525,27313.60468763194,45236.230782961655,2.3769749088358865e-14,2.6938285831949546e-15,11,0.9385037942295681,0.911,The solution converged.
284.98324022346367,CONVERGED,3518.2729565433765,368.03205789516267,413.3429052797207,43.238100603745856,733612.5918817683,27836.91152280788,45286.88929489093,7.331373435955403e-14,7.67673703178856e-15,11,0.9385037942295681,0.911,The solution converged.
285.72067039106145,CONVERGED,3520.56358533455,377.8975668214189,413.61201889630354,44.39714601381209,752137.9570991502,28430.582548280712,45337.80853189577,3.420620629622212e-14,3.062769509350837e-15,11,0.9385037942295681,0.911,The solution converged.
286.4581005586592,CONVERGED,3523.5536104332887,387.70046536455396,413.96330081116275,45.548835667807204,770520.9890768628,29094.904282114298,45389.16481067834,2.1303196941154817e-14,1.5274425051314376e-15,11,0.9385037942295681,0.911,The solution converged.
287.195530726257,CONVERGED,3527.348131558661,397.3646403179281,414.40909862318,46.68422743578526,788643.4585029804,29829.976920029276,45441.15255144903,1.2547244573704992e-14,2.2852807508496614e-15,13,0.9385037942295681,0.911,The solution converged.
287.9329608938547,CONVERGED,3532.0581795191133,406.8061402425407,414.96245674292436,47.79345831617489,806377.8041205562,30635.69345573359,45493.98334921781,1.2126929813163047e-14,7.598092927155569e-16,15,0.9385037942295681,0.911,The solution converged.
288.6703910614525,CONVERGED,3537.7982507371007,415.93370551131716,415.63682673725435,48.865806707822436,823588.0098215558,31511.70906260979,45547.884175623265,4.4949746595978603e-14,3.031473211531181e-15,12,0.9385037942295681,0.911,The solution converged.
289.4078212290503,CONVERGED,3544.6828504944087,424.6497128042786,416.44566121386345,49.889803373633,840130.9083716581,32457.3937288344,45603.09454383175,3.2979201596703426e-14,4.535623227537618e-15,12,0.9385037942295681,0.911,The solution converged.
290.14525139664806,CONVERGED,3552.821920955931,432.8516069790139,417.4018766844639,50.853399663305964,855857.9753691918,33471.75925674532,45659.862484275225,7.889263008911692e-15,2.262047767245829e-15,12,0.9385037942295681,0.911,The solution converged.
290.8826815642458,CONVERGED,3562.315092541205,440.4338819586089,418.5171781894475,51.74420023716897,870617.6730829235,34553.35064727359,45718.439216740895,1.2970430725608672e-14,0.0,12,0.9385037942295681,0.911,The solution converged.
291.62011173184356,CONVERGED,3573.2448066080806,447.2906489351633,419.8012513190996,52.549764790551315,884258.3922075473,35700.09244973449,45779.072471783074,4.357716235920224e-14,6.001620068438283e-15,12,0.9385037942295681,0.911,The solution converged.
292.35754189944134,CONVERGED,3585.6685241688183,453.3187914759817,421.26084685769456,53.25797873018554,896632.0161639827,36909.08391465735,45841.99851790318,6.8813202580300545e-15,2.2449306894381905e-15,12,0.9385037942295681,0.911,The solution converged.
293.0949720670391,CONVERGED,3599.610462040546,458.42165075645977,422.8988099084043,53.85748613233397,907598.0925821384,38176.34375442335,45907.43309343617,5.643769199439521e-15,1.4928549461177109e-15,13,0.9385037942295681,0.911,The solution converged.
293.8324022346369,CONVERGED,3615.0535701269796,462.5131104049594,424.7131373474176,54.33816964917148,917028.5359334429,39496.51651361973,45975.56161974283,1.0536718687603504e-14,2.2336624998037756e-15,18,0.9385037942295681,0.911,The solution converged.
294.5698324022346,CONVERGED,3631.9327398552787,465.52186416092496,426.6961799198334,54.6916518929096,924812.7028139457,40862.567330442136,46046.52927020544,1.9889022709883926e-14,2.2280707183978036e-15,13,0.9385037942295681,0.911,The solution converged.
295.3072625698324,CONVERGED,3650.130438519089,467.39556200482434,428.8341293421813,54.911782542230966,930862.5821497228,42265.50770585098,46120.43165812969,1.12555592687245e-15,3.704178106939065e-15,13,0.9385037942295681,0.911,The solution converged.
296.0446927374302,CONVERGED,3669.4759934850217,468.1044600328248,431.1069342077036,54.99506714637057,935117.740798462,43694.20709658235,46197.30704158801,2.2782162036770237e-14,3.694951214009642e-15,13,0.9385037942295681,0.911,The solution converged.
296.7821229050279,CONVERGED,3689.749499671527,467.644169568298,433.48875905496317,54.940990103392366,937549.5848229004,45135.34763414964,46277.130971612394,7.822695880647518e-15,0.0,13,0.9385037942295681,0.911,The solution converged.
297.5195530726257,CONVERGED,3710.6907408328852,466.0371342551054,435.94903248136137,54.752188195909106,938164.4684691799,46573.566846339,46359.814185528005,6.440187627950444e-14,3.676634646477373e-15,13,0.9385037942295681,0.911,The solution converged.
298.25698324022346,CONVERGED,3732.012657791062,463.332572157637,438.4540294530246,54.43444378872834,937005.2335512724,47991.80486243945,46445.204251133444,2.0251431665831815e-14,4.401053152007169e-15,14,0.9385037942295681,0.911,The solution converged.
298.99441340782124,CONVERGED,3753.4179601531255,459.60479540840504,440.968822925848,53.99648741331522,934150.9018961682,49371.83378796558,46533.0910288586,4.54868612561209e-14,2.195099268304921e-15,14,0.9385037942295681,0.911,The solution converged.
299.731843575419,CONVERGED,3774.61675099854,454.95003151758345,443.45935447490365,53.44962432060236,929714.4561185982,50694.909341279075,46623.215519178615,2.98014582998762e-14,2.919598221617818e-15,14,0.9385037942295681,0.911,The solution converged.
300.46927374301674,CONVERGED,3795.342781147231,449.48207022790893,445.894343920689,52.807223053461435,923838.8855422738,51942.46151384271,46715.281215705116,6.779476824698454e-14,5.096757337236326e-15,14,0.9385037942295681,0.911,The solution converged.
301.2067039106145,CONVERGED,3815.366277458897,443.3271994506564,448.2467964567916,52.08412049714633,916691.8871899726,53096.74000219847,46808.966798491245,2.1335166526756827e-14,6.536930382799877e-15,14,0.9385037942295681,0.911,The solution converged.
301.9441340782123,CONVERGED,3834.5020837614006,436.6189429368619,450.4949590836385,51.296003636680325,908459.7469717779,54141.350326950385,46903.938937635714,5.625601624329542e-14,4.347310273818805e-15,14,0.9385037942295681,0.911,The solution converged.
302.6815642458101,CONVERGED,3852.6128341656004,429.4930690093967,452.6226934241322,50.45882315972003,899340.9603046869,55061.648609587115,46999.864126451874,1.5792307800674772e-14,5.059505290253204e-15,14,0.9385037942295681,0.911,The solution converged.
303.4189944134078,CONVERGED,3869.6077409062063,422.08322803184547,454.6193333136141,49.58828092631387,889540.0927751485,55844.994822133805,47096.418760295666,5.444248581187488e-14,5.047208657864167e-15,14,0.9385037942295681,0.911,The solution converged.
304.1564245810056,CONVERGED,3885.438120297787,414.51743369777125,456.47915916857704,48.69941657456456,879262.2614276373,56480.88686209454,47193.29702988305,3.0187458897012586e-14,2.8771266583322164e-15,14,0.9385037942295681,0.911,The solution converged.
304.89385474860336,CONVERGED,3900.0909540286407,406.9154652754604,458.2006415378251,47.80630232438147,868708.4743479973,56961.00779820707,47290.21652422031,3.6450625810565706e-14,5.022793840257963e-15,14,0.9385037942295681,0.911,The solution converged.
305.63128491620114,CONVERGED,3913.5816655464223,399.3871583818786,459.7855924389994,46.92184216973568,858071.9324609395,57279.21795974706,47386.921686806025,4.88414948354045e-14,0.0,14,0.9385037942295681,0.911,The solution converged.
306.36871508379886,CONVERGED,3925.9470121089507,392.0314800470701,461.23833028398104,46.05766321296708,847535.2917554517,57431.51654852844,47483.185422866154,5.137170190646938e-14,4.284526361768031e-15,15,0.9385037942295681,0.911,The solution converged.
307.10614525139664,CONVERGED,3937.2386719247716,384.9362478138892,462.5649264666397,45.22408266332756,837268.8124561231,57415.98843718406,47578.80922410755,1.0706214834848797e-14,0.0,13,0.9385037942295681,0.911,The solution converged.
307.8435754189944,CONVERGED,3947.517821581609,378.1783443035444,463.772568294162,44.43013304512899,827429.2810788897,57232.74369832573,47673.622182726336,2.0260107693095163e-14,0.0,13,0.9385037942295681,0.911,The solution converged.
308.5810055865922,CONVERGED,3956.85078691445,371.8242883744882,464.8690480310104,43.68362930011931,818159.574746405,56883.85153026936,47767.47923230861,9.006910264332091e-14,1.4179365249677671e-15,13,0.9385037942295681,0.911,The solution converged.
309.31843575419,CONVERGED,3965.3057143437286,365.93104321735143,465.86237183240775,42.99126372619584,809588.7367933397,56373.26679355542,47860.25890001403,7.146642772867019e-14,5.658224381817626e-15,13,0.9385037942295681,0.911,The solution converged.
310.0558659217877,CONVERGED,3972.950136649606,360.54696427569826,466.7604737602925,42.358717343499954,801832.4419354899,55706.74592555393,47951.860796187895,5.546127920509721e-14,3.527979364554937e-15,13,0.9385037942295681,0.911,The solution converged.
310.7932960893855,CONVERGED,3979.849279049578,355.7128119043795,467.571016773517,41.79077886618269,794993.7432656398,54891.74894362739,48042.203012742735,1.025048636786881e-13,3.519608404026441e-15,13,0.9385037942295681,0.911,The solution converged.
311.53072625698326,CONVERGED,3986.0649514867555,351.4627731584932,468.30126258877465,41.29146474687627,789164.0089443013,53937.325010133245,48131.21955437975,8.231463782329491e-14,7.72480956194243e-15,13,0.9385037942295681,0.911,The solution converged.
312.268156424581,CONVERGED,3991.6548882533834,347.8254532778467,468.9579940965307,40.86413566085356,784423.9718219903,52853.980179920305,48218.857888250284,1.6473362858576922e-14,3.5029850925432768e-15,13,0.9385037942295681,0.911,The solution converged.
313.00558659217876,CONVERGED,3996.6724176862476,344.8248102644261,469.54747655531753,40.51160630449199,780844.8294332509,51653.527191988214,48305.076667650166,1.1643845604103887e-13,6.29051792887553e-15,12,0.9385037942295681,0.911,The solution converged.
313.74301675977654,CONVERGED,4001.166367353248,342.48101578584385,470.0754464526173,40.236246538174264,778489.3444244484,50348.91832797503,48389.84366271036,5.0993151065328916e-14,7.670339750928735e-15,12,0.9385037942295681,0.911,The solution converged.
314.4804469273743,CONVERGED,4005.181131063885,340.81123296137935,470.5471193775619,40.04007276417339,777412.9064423724,48954.06335028452,48473.13391446793,6.60384674607713e-14,6.9566849546222894e-15,12,0.9385037942295681,0.911,The solution converged.
315.2178770949721,CONVERGED,4008.756841943498,339.83030689757555,470.96721035449156,39.924829053953815,777664.5258788831,47483.635314012405,48554.92811689202,1.0119628057621406e-13,7.634451304624941e-15,12,0.9385037942295681,0.911,The solution converged.
315.9553072625698,CONVERGED,4011.9296104174996,339.55136758731993,471.33996180243844,39.892057979531245,779287.7377776522,45952.86761259913,48635.21122327827,1.1024747772021427e-13,8.30905388214721e-15,12,0.9385037942295681,0.911,The solution converged.
316.6927374301676,CONVERGED,4014.7317974587463,339.98634734837475,471.6691756374855,39.943161404533534,782321.4008349591,44377.345977499615,48713.971267989094,3.2142428275361385e-14,2.072426489551217e-15,12,0.9385037942295681,0.911,The solution converged.
317.4301675977654,CONVERGED,4017.1923022771325,341.1464166591702,471.958247071865,40.079451688196215,786800.3819347168,42772.79932571946,48791.198391079604,3.6546225893467797e-14,2.7568159765265607e-15,13,0.9385037942295681,0.911,The solution converged.
318.1675977653631,CONVERGED,4019.3368502528106,343.04234329044033,472.21019844167836,40.302193877800605,792756.1212002796,41154.89335806569,48866.884051343564,9.971036666460352e-14,6.876065976007831e-15,11,0.9385037942295681,0.911,The solution converged.
318.9050279329609,CONVERGED,4021.188271789635,345.6847802147509,472.4277119678831,40.612639533610675,800217.0762908682,39539.030678824456,48941.020412312195,4.655349665529783e-15,0.0,11,0.9385037942295681,0.911,The solution converged.
319.64245810055866,CONVERGED,4022.7667662887734,349.0844880419338,472.6131607691276,41.012052861611984,809209.0477328787,37940.160957665306,49013.59988542012,2.7333988922994724e-15,2.7377356646084865e-15,11,0.9385037942295681,0.911,The solution converged.
320.37988826815644,CONVERGED,4024.090147942425,353.25249778163027,472.7686377387291,41.50172983560462,819755.3895953842,36372.60430960972,49084.61481467672,5.297057584809466e-14,1.3657170588881841e-15,11,0.9385037942295681,0.911,The solution converged.
321.1173184357542,CONVERGED,4025.174071784192,358.2002196522697,472.89598210211193,42.08301098058303,831877.111882795,34849.890650697744,49154.05728757543,1.1643251915032402e-13,1.0900646053322141e-14,11,0.9385037942295681,0.911,The solution converged.
321.85474860335194,CONVERGED,4026.032239609061,363.9395034953123,472.9968036092349,42.75728847047936,845592.8827254567,33384.617316233096,49221.91905751149,7.806059963882531e-14,7.477023543917202e-15,11,0.9385037942295681,0.911,The solution converged.
322.5921787709497,CONVERGED,4026.676586146359,370.4826561547118,473.0725044070478,43.526008169982745,860918.9398661,31988.326724576502,49288.1915635742,1.0952995260446153e-14,1.3563511688334649e-15,11,0.9385037942295681,0.911,The solution converged.
323.3296089385475,CONVERGED,4027.117446348804,377.8424209711962,473.1242986933785,44.39066722543305,877868.92211188,30671.40535035908,49352.86603417758,8.619733229132796e-14,8.119546122031889e-15,11,0.9385037942295681,0.911,The solution converged.
324.0670391061452,CONVERGED,4027.3637049369195,386.0319243364028,473.1532302861,45.35280778575453,896453.6324022464,29443.004752965186,49415.9336615591,3.6231516740779756e-14,4.725623993689123e-15,11,0.9385037942295681,0.911,The solution converged.
324.804469273743,CONVERGED,4027.4229294720176,395.06459406229305,473.1601882571567,46.414007412118885,916680.7449275103,28310.984903707333,49477.38583469507,7.213405884611218e-14,6.062007886464365e-15,11,0.9385037942295681,0.911,The solution converged.
325.5418994413408,CONVERGED,4027.3014882698935,404.9540541497553,473.1459207856084,47.57586671487622,938554.4693534106,27281.87958079558,49537.21441865267,1.674497214579706e-14,5.3762453248983795e-15,12,0.9385037942295681,0.911,The solution converged.
326.27932960893855,CONVERGED,4027.0046544428515,415.7140003857823,473.1110473809663,48.83999473813869,962075.1856385029,26360.883165435298,49595.41206883154,6.292228326191579e-14,7.375629758443904e-15,11,0.9385037942295681,0.911,The solution converged.
327.01675977653633,CONVERGED,4026.536697293759,427.3580610567087,473.05606962058744,50.20799259573037,987239.0631752788,25551.85778352655,49651.97256895696,7.0752055607993654e-15,1.3379995540029997e-15,11,0.9385037942295681,0.911,The solution converged.
